//
// x0 values  from MATLAB
//
@00000000 111101011110_1001
@0000227b 000000001000_0000
@0000227c 000000010100_0111
@0000227d 000000001000_0000
@0000227e 000001010111_1000
@0000227f 111001011011_1001
@00002280 001000110111_1111
@00002281 000000001000_0000
@00002282 000000001000_0000
@00002283 111010000101_0101
@00002284 111111011100_0000
@00002285 000011100110_1000
@00002286 111111111000_0000
@00002287 010001110110_1101
@00002288 111101011100_0001
@00002289 110011011101_0111
@0000228a 000011100110_0011
@0000228b 111111111000_0000
@0000228c 001010100101_0000
@0000228d 000101110101_1011
@0000228e 110111001101_1011
@0000228f 000000001000_0000
@00002290 101010101111_1001
@00002291 111011011111_0100
@00002292 000000001000_0000
@00002293 000000001000_0000
@00002294 111111111000_0000
@00002295 001100000001_1111
@00002296 000000101000_0011
@00002297 111111101101_1000
@00002298 111000110011_1000
@00002299 111010011000_0000
@0000229a 001100001011_0000
@0000229b 000000001000_0000
@0000229c 111111111000_0000
@0000229d 000000001000_0000
@0000229e 000000001000_0000
@0000229f 111111111000_0000
@000022a0 000000001000_0000
@000022a1 111111111000_0000
@000022a2 000001101100_1100
@000022a3 000011011100_0000
@000022a4 111111111000_0000
@000022a5 001100010001_1101
@000022a6 000100111010_0100
@000022a7 111111111000_0000
@000022a8 000000000101_1100
@000022a9 110111100110_0010
@000022aa 000000001000_0000
@000022ab 111100100100_0011
@000022ac 111110011000_1000
@000022ad 000000001000_0000
@000022ae 111101111010_0011
@000022af 000000000100_0100
@000022b0 110000010110_1000
@000022b1 110110110010_0010
@000022b2 001011101100_0010
@000022b3 101001011001_0000
@000022b4 111101011101_0011
@000022b5 001010010001_1100
@000022b6 001100111101_0000
@000022b7 110101110011_0100
@000022b8 110111100011_1110
@000022b9 111111111000_0000
@000022ba 001011000101_0101
@000022bb 000101100000_1010
@000022bc 000001111011_0100
@000022bd 111111111000_0000
@000022be 111111011001_1011
@000022bf 000001011101_1001
@000022c0 000000001000_0000
@000022c1 001011010110_0010
@000022c2 111111111000_0000
@000022c3 111011110010_0010
@000022c4 111111111000_0000
@000022c5 111111111000_0000
@000022c6 111111111000_0000
@000022c7 110010001100_0101
@000022c8 110101110010_1011
@000022c9 110111000111_0101
@000022ca 001100100011_1000
@000022cb 010001011100_0110
@000022cc 000010110000_1011
@000022cd 001001111100_1011
@000022ce 010000101111_1100
@000022cf 111101001010_0000
@000022d0 000100100011_0001
@000022d1 110111011010_0111
@000022d2 000000000001_1011
@000022d3 111110011100_0100
@000022d4 000010111011_0010
@000022d5 000100111101_0000
@000022d6 000000001100_0110
@000022d7 000000001000_0000
@000022d8 111101101001_0111
@000022d9 001101001101_1110
@000022da 000000001000_0000
@000022db 111111111000_0000
@000022dc 010100001001_0010
@000022dd 111101101010_0001
@000022de 111111011111_1100
@000022df 000110001110_1101
@000022e0 000000001000_0000
@000022e1 111111111000_0000
@000022e2 000000001000_0000
@000022e3 111111111000_0000
@000022e4 111101010111_1000
@000022e5 110111100010_1000
@000022e6 010010000101_1101
@000022e7 000110000111_1011
@000022e8 110011011000_1111
@000022e9 000111010010_1110
@000022ea 111111011001_1111
@000022eb 000001001110_0111
@000022ec 111111110111_0001
@000022ed 000101110011_1011
@000022ee 101110001011_1110
@000022ef 111010000101_1001
@000022f0 111110011101_0000
@000022f1 001011101100_1010
@000022f2 000010110110_1100
@000022f3 111111111000_0000
@000022f4 000000001000_0000
@000022f5 111111111000_0000
@000022f6 010001000100_1100
@000022f7 111111111000_0000
@000022f8 000000001000_0000
@000022f9 111111111110_0101
@000022fa 101101001001_1101
@000022fb 101101111110_1001
@000022fc 000111111000_0101
@000022fd 111111111000_0000
@000022fe 111110111110_1110
@000022ff 111100010001_1101
@00002300 111111100100_1001
@00002301 000000000111_0010
@00002302 000000001000_0000
@00002303 000000001000_0000
@00002304 000110010100_1111
@00002305 101111011111_1001
@00002306 000000011110_1101
@00002307 000000110001_1001
@00002308 111111111000_0000
@00002309 101010111110_1001
@0000230a 111111111000_0000
@0000230b 111111111000_0000
@0000230c 111111111111_1010
@0000230d 010001110001_0101
@0000230e 110101011001_0101
@0000230f 111111110010_0100
@00002310 110000100111_0100
@00002311 111100111100_0111
@00002312 111111111000_0000
@00002313 000000001000_0000
@00002314 000000001111_1011
@00002315 000000001000_0000
@00002316 110010000100_1001
@00002317 000010001110_1000
@00002318 000000001000_0000
@00002319 000000100111_1000
@0000231a 000011100011_1001
@0000231b 110110101111_0101
@0000231c 000000100001_1010
@0000231d 001100111101_0110
@0000231e 110110001010_1011
@0000231f 000000001000_0000
@00002320 111111111000_0000
@00002321 000010011110_0011
@00002322 110111001011_1111
@00002323 000011011111_0001
@00002324 101100001111_1011
@00002325 000000001000_0000
@00002326 001111101000_0001
@00002327 000000001000_0000
@00002328 110111110001_1010
@00002329 001001101010_0110
@0000232a 111111111000_0000
@0000232b 111010001011_0000
@0000232c 000010110101_1111
@0000232d 111111111000_0000
@0000232e 000100100110_0111
@0000232f 110011011100_1101
@00002330 111101100001_0110
@00002331 111001101100_0110
@00002332 000011011011_1101
@00002333 111111111000_0000
@00002334 111101111101_0100
@00002335 000111001011_1001
@00002336 000101110100_1110
@00002337 111111111000_0000
@00002338 111001100001_1000
@00002339 000000001000_0000
@0000233a 110111100110_0001
@0000233b 000000001000_0000
@0000233c 111110101000_0001
@0000233d 000000001000_0000
@0000233e 001001000001_0000
@0000233f 000000001000_0000
@00002340 110000000001_0111
@00002341 111111100111_0101
@00002342 000101111100_0011
@00002343 111101010111_0101
@00002344 000000001000_0000
@00002345 010010010101_1100
@00002346 111001100010_1001
@00002347 000000001000_0000
@00002348 000000000010_0001
@00002349 001000001111_1000
@0000234a 000101111101_1101
@0000234b 110101011111_0001
@0000234c 111111101000_0001
@0000234d 101111111011_1110
@0000234e 000100001111_1100
@0000234f 001001110011_0010
@00002350 000000001000_0000
@00002351 000000001000_0000
@00002352 000000001000_0000
@00002353 000000001000_0000
@00002354 110101111111_0001
@00002355 000000001000_0000
@00002356 111110100000_0010
@00002357 000000001000_0000
@00002358 001000100000_0101
@00002359 010000110010_0101
@0000235a 000110111101_1010
@0000235b 000000100011_1001
@0000235c 111111111101_0011
@0000235d 001110111010_1111
@0000235e 000000001000_0000
@0000235f 111110111101_1001
@00002360 000000001000_0000
@00002361 111111111000_1111
@00002362 111111111000_0000
@00002363 000000001000_0000
@00002364 000010110100_0010
@00002365 000110100011_1010
@00002366 111001010111_0001
@00002367 111111111000_0000
@00002368 111111111000_0000
@00002369 110010000001_1010
@0000236a 000101011111_1111
@0000236b 111111010100_1101
@0000236c 000110010110_0011
@0000236d 110011111011_1001
@0000236e 001010011000_1011
@0000236f 000110001001_1001
@00002370 000000001000_0000
@00002371 000000001000_0000
@00002372 000000001000_0000
@00002373 001101100111_1011
@00002374 000001100111_0100
@00002375 111010110110_1111
@00002376 000110100001_1101
@00002377 001011101010_0010
@00002378 110100000000_1011
@00002379 110100011001_1100
@0000237a 111111111000_0000
@0000237b 000000010001_0110
@0000237c 000000001000_0000
@0000237d 000000001000_0000
@0000237e 000100110000_0111
@0000237f 000000001000_0000
@00002380 010000101101_0101
@00002381 101011000111_1101
@00002382 000110100011_1110
@00002383 111111111000_0000
@00002384 111111001111_0110
@00002385 000000001000_0000
@00002386 111100011111_0110
@00002387 111111111000_0000
@00002388 000111011100_1110
@00002389 000010111001_1000
@0000238a 111111111000_0000
@0000238b 111011010011_1100
@0000238c 110111110001_0010
@0000238d 000000000101_0011
@0000238e 111000010100_1101
@0000238f 000000001000_0000
@00002390 000101111000_1111
@00002391 010010110000_1000
@00002392 000000010010_0101
@00002393 000000001000_0000
@00002394 111101101110_1000
@00002395 000010010001_0000
@00002396 000000001000_0000
@00002397 111111111010_1011
@00002398 000000001001_1110
@00002399 111111111000_0000
@0000239a 110100000011_0111
@0000239b 000101001111_1010
@0000239c 000001000110_1010
@0000239d 001100000101_0100
@0000239e 000111101110_1011
@0000239f 111111111000_0000
@000023a0 111011100000_1000
@000023a1 110000101100_0110
@000023a2 000011111011_0110
@000023a3 000100000011_1100
@000023a4 000010111011_0101
@000023a5 000000001000_0000
@000023a6 000111011000_0101
@000023a7 111110100011_1001
@000023a8 111111111000_0000
@000023a9 111010001101_0010
@000023aa 111000011010_0000
@000023ab 110100100010_1000
@000023ac 001000111010_1111
@000023ad 000000001000_0000
@000023ae 101010011100_1001
@000023af 000000001000_0000
@000023b0 111110101101_0011
@000023b1 101110110101_1010
@000023b2 001110011100_0100
@000023b3 111111000111_1111
@000023b4 000100111101_1100
@000023b5 010011000001_1101
@000023b6 111011001000_0100
@000023b7 001100100101_0101
@000023b8 111101100010_1011
@000023b9 000000000111_1110
@000023ba 111111111000_0000
@000023bb 010010100100_1101
@000023bc 111111111000_0000
@000023bd 111110101011_0111
@000023be 110111100011_1010
@000023bf 111011100011_0101
@000023c0 101101000000_0101
@000023c1 001110101011_1010
@000023c2 111111111110_1001
@000023c3 111000011110_0100
@000023c4 000110111011_1010
@000023c5 111000100111_1110
@000023c6 001011001111_0001
@000023c7 111010110001_1010
@000023c8 001001010001_0010
@000023c9 010011100101_0111
@000023ca 111010100011_1011
@000023cb 111001000111_1001
@000023cc 000000011111_0110
@000023cd 111101000110_1011
@000023ce 111101011001_0011
@000023cf 111010001110_0100
@000023d0 110100011010_1111
@000023d1 111100111001_1111
@000023d2 000100100010_1101
@000023d3 000010000000_0000
@000023d4 111100001101_0000
@000023d5 111111111000_0000
@000023d6 111001000101_0001
@000023d7 111111001000_0111
@000023d8 111111111110_1111
@000023d9 111111100011_1110
@000023da 111100010110_0010
@000023db 000010000011_1111
@000023dc 000100100011_0100
@000023dd 111101001011_0001
@000023de 111111111000_0000
@000023df 001110001111_0001
@000023e0 111111110100_0001
@000023e1 000000001000_0000
@000023e2 110111100111_1100
@000023e3 111111111000_0000
@000023e4 111000001110_0010
@000023e5 111100110111_0101
@000023e6 000000010011_1010
@000023e7 101111100001_1001
@000023e8 000010001011_0000
@000023e9 000000001000_0000
@000023ea 111110010111_0010
@000023eb 111000111100_0001
@000023ec 111111111000_0000
@000023ed 000010000001_0110
@000023ee 001000011100_1000
@000023ef 111111111000_0000
@000023f0 111100100001_1011
@000023f1 111111000010_1010
@000023f2 110011101000_1111
@000023f3 000001001010_1111
@000023f4 000000010000_1001
@000023f5 111010100101_0010
@000023f6 110000000001_0111
@000023f7 000110111000_0010
@000023f8 000000001000_0000
@000023f9 110111001010_0101
@000023fa 111101001001_0100
@000023fb 111100011001_1001
@000023fc 000000110011_0000
@000023fd 000000001000_0000
@000023fe 111110001000_1101
@000023ff 000110001001_0001
@00002400 111111111000_0000
@00002401 000000010111_1101
@00002402 000000001000_0000
@00002403 111011001000_0110
@00002404 111111111000_0000
@00002405 000000001000_0000
@00002406 111111111000_0000
@00002407 000000001000_0000
@00002408 000000010101_0101
@00002409 111110011000_1100
@0000240a 111100001110_1010
@0000240b 000000001000_0000
@0000240c 110110000111_1110
@0000240d 001001101010_0110
@0000240e 111111111000_0000
@0000240f 000111010101_1111
@00002410 000111001100_0111
@00002411 111111111000_0000
@00002412 000100110110_1101
@00002413 000000001000_0000
@00002414 000000001000_0000
@00002415 000101100001_0010
@00002416 000000000000_0000
@00002417 111100101010_0111
@00002418 110110100111_0101
@00002419 000011111101_0111
@0000241a 111111111000_0000
@0000241b 111001101011_1000
@0000241c 000010111101_1110
@0000241d 000011100000_0101
@0000241e 111011000101_0100
@0000241f 111111111100_0110
@00002420 111111111000_0000
@00002421 111111011011_0111
@00002422 000111101011_0001
@00002423 111001101111_0011
@00002424 000000001000_0000
@00002425 111110111101_1110
@00002426 000110011110_1100
@00002427 000001100010_1100
@00002428 000000001000_0000
@00002429 101111000111_1110
@0000242a 110011011100_1101
@0000242b 000000001000_0000
@0000242c 000000001000_0000
@0000242d 000000000011_0111
@0000242e 000101111000_1000
@0000242f 111010101010_1100
@00002430 000100100001_0110
@00002431 111111111111_1000
@00002432 111101101000_1000
@00002433 000000001000_0000
@00002434 000000001000_0000
@00002435 111011011111_0110
@00002436 111111111000_0000
@00002437 000001100111_1010
@00002438 001001010000_0100
@00002439 010001001001_1100
@0000243a 000011001001_1110
@0000243b 000000001000_0000
@0000243c 000000001000_0000
@0000243d 111111111000_0000
@0000243e 010000111010_1101
@0000243f 001001011101_1010
@00002440 000111010001_0101
@00002441 000010001110_1110
@00002442 111110011010_1011
@00002443 000000001000_0000
@00002444 111111111000_0000
@00002445 111111111000_0000
@00002446 111110101000_0011
@00002447 111110011011_1110
@00002448 000001000001_0111
@00002449 000000001000_0000
@0000244a 111111111000_0000
@0000244b 111100101010_1000
@0000244c 111100001000_0001
@0000244d 000010011000_0111
@0000244e 000011000011_1010
@0000244f 000001101100_0011
@00002450 111100100110_0111
@00002451 111111111000_0000
@00002452 111111111110_1111
@00002453 110010000111_0101
@00002454 110111011100_1010
@00002455 001111101110_1010
@00002456 000111101000_1010
@00002457 110110001100_1111
@00002458 000000000011_0010
@00002459 000001101011_1111
@0000245a 000000110111_0011
@0000245b 000000001000_0000
@0000245c 111111111000_0000
@0000245d 000110001101_0100
@0000245e 101011000000_1010
@0000245f 001000010010_1011
@00002460 010001011010_1000
@00002461 000100000011_1001
@00002462 010001010110_1110
@00002463 000000001000_0000
@00002464 000000111001_0011
@00002465 111011011100_1100
@00002466 000001010100_1101
@00002467 010000111111_1001
@00002468 111110110110_1111
@00002469 111000111111_1010
@0000246a 110001110110_1111
@0000246b 000001001010_1000
@0000246c 111111111110_0100
@0000246d 001011000010_0011
@0000246e 111111111000_0000
@0000246f 000000001000_0000
@00002470 111111111000_0000
@00002471 000100000101_1111
@00002472 000001110111_1100
@00002473 110111011101_0011
@00002474 000000001000_0000
@00002475 111010110100_0000
@00002476 110011110011_1001
@00002477 000000111110_1011
@00002478 111111111000_0000
@00002479 111101001111_1001
@0000247a 001011101010_1100
@0000247b 001011000000_1001
@0000247c 111111111000_0111
@0000247d 111001100011_1011
@0000247e 000000001000_0000
@0000247f 000000101110_1011
@00002480 101100001011_0010
@00002481 111111101001_1111
@00002482 110000000100_1110
@00002483 000111100010_1110
@00002484 000011011110_1010
@00002485 111111111000_0000
@00002486 111011101011_1111
@00002487 000000001000_0000
@00002488 000110100001_1101
@00002489 111111111000_0000
@0000248a 000011110010_1111
@0000248b 110011000000_1100
@0000248c 110110111001_1001
@0000248d 000010110101_1101
@0000248e 111001101001_1010
@0000248f 000000001000_0000
@00002490 000110010111_0011
@00002491 111101011010_0010
@00002492 111110000110_0010
@00002493 000000000001_1100
@00002494 110010011001_0010
@00002495 000100000100_1011
@00002496 001010001010_0100
@00002497 111011111011_1000
@00002498 111000011000_0001
@00002499 111111111000_0000
@0000249a 000111010111_0001
@0000249b 111111111000_0000
@0000249c 111011101011_0011
@0000249d 111110101000_1101
@0000249e 000000001000_0000
@0000249f 111111111000_0000
@000024a0 000100110101_1010
@000024a1 111111111000_0000
@000024a2 000000101111_1000
@000024a3 111001110011_1100
@000024a4 000101010110_0110
@000024a5 000011011110_0101
@000024a6 111110101111_0010
@000024a7 111111111000_0000
@000024a8 111001001100_0001
@000024a9 111011011101_0100
@000024aa 101010010101_0111
@000024ab 110001001010_1101
@000024ac 110010010101_0110
@000024ad 111110101101_1110
@000024ae 001001101111_1000
@000024af 001100100111_0010
@000024b0 000111010111_0100
@000024b1 110010101011_0011
@000024b2 000010000001_0101
@000024b3 110100001110_0110
@000024b4 001101010110_0001
@000024b5 111110000000_0000
@000024b6 001001001110_1100
@000024b7 001000100011_0100
@000024b8 000000001000_0000
@000024b9 001010001000_1101
@000024ba 111111111000_0000
@000024bb 000010000101_0011
@000024bc 000001101011_0110
@000024bd 101011110010_1110
@000024be 001011100011_0001
@000024bf 111100010000_0000
@000024c0 000000001000_0000
@000024c1 111111111000_0000
@000024c2 000000001000_0000
@000024c3 111110110010_0111
@000024c4 010000010110_1010
@000024c5 000000001000_0000
@000024c6 111011100101_0010
@000024c7 111010111010_0000
@000024c8 000011100001_1011
@000024c9 000001110110_0101
@000024ca 001100001010_1101
@000024cb 000100010010_0110
@000024cc 001100010101_1100
@000024cd 001001100011_0010
@000024ce 000001110100_1011
@000024cf 111111101010_1100
@000024d0 110111111010_1100
@000024d1 010101000011_1000
@000024d2 000000000100_0100
@000024d3 001111011000_0101
@000024d4 111001111010_1100
@000024d5 001100110110_0000
@000024d6 111110011000_1000
@000024d7 000100100110_0100
